city,districts,state,Environmental Stance,Latitude,Longitude,aqi,idx,carbon_intensity,temp_f,is_day,wind_mph,wind_degree,pressure_in,precip_in,humidity,cloud,feelslike_f,windchill_f,heatindex_f,dewpoint_f,vis_miles,uv,gust_mph,livability,livability_percentile
Fort Lauderdale,['FL-20'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,82.0,1.0,11.9,240.0,29.94,0.09,79.0,75.0,85.4,87.2,94.4,72.5,9.0,7.0,15.8,71.09147915760276,4.606141522029372
Port St. Lucie,['FL-18'],Florida,0.0,27.1725,-80.240555555556,47.0,6297.0,382.0,,,,,,,,,,,,,,,,76.2471001282586,95.19359145527369
Cape Coral,['FL-19'],Florida,0.0,26.601944444444,-81.877777777778,11.0,6311.0,382.0,91.0,1.0,11.9,200.0,29.91,0.0,52.0,0.0,100.5,88.6,95.7,71.4,9.0,8.0,12.1,72.81516260497146,70.62750333778371
Pembroke Pines,['FL-23'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,80.1,1.0,10.5,230.0,29.95,0.12,85.0,100.0,82.2,88.4,95.1,71.5,2.0,7.0,19.6,71.1301149022547,5.740987983978639
Hollywood,['FL-23'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,82.0,1.0,11.9,240.0,29.94,0.12,79.0,75.0,85.7,87.1,94.4,72.9,9.0,7.0,20.4,71.09147915760276,4.606141522029372
Miramar,['FL-24'],Florida,100.0,26.053888888889,-80.256944444444,38.0,9627.0,382.0,80.1,1.0,10.5,230.0,29.95,0.12,85.0,100.0,82.1,88.5,95.2,71.5,2.0,7.0,19.7,71.1300852344424,5.607476635514018
Gainesville,['FL-3'],Florida,0.0,29.566111111111,-82.266111111111,24.0,6456.0,627.0,96.1,1.0,9.4,310.0,29.89,0.0,40.0,75.0,97.0,98.5,101.2,61.5,9.0,9.0,13.9,72.4513351010893,56.742323097463284
Coral Springs,['FL-22'],Florida,97.2222222222222,26.073055555556,-80.338888888889,31.0,6284.0,382.0,86.7,1.0,9.4,210.0,29.94,0.03,72.0,50.0,91.0,89.3,95.6,70.4,9.0,7.0,13.9,71.24869799644752,6.809078771695594
Miami Gardens,['FL-24'],Florida,100.0,26.053888888889,-80.256944444444,38.0,9627.0,384.0,92.1,1.0,17.2,242.0,29.8,0.0,8.0,41.0,88.4,92.1,88.4,22.1,6.0,8.0,19.8,70.9500795052774,2.0026702269692924
Clearwater,['FL-13'],Florida,0.0,28.090277777778,-82.700833333333,56.0,7629.0,514.0,91.0,1.0,13.6,280.0,29.92,0.0,56.0,0.0,103.8,86.1,92.6,71.9,9.0,8.0,14.4,71.90684933480627,16.288384512683578
Palm Bay,['FL-8'],Florida,0.0,28.053611111111,-80.628611111111,38.0,6283.0,382.0,91.0,1.0,15.0,120.0,29.88,0.0,56.0,0.0,105.8,85.8,92.7,72.7,9.0,7.0,22.1,72.05526493387532,27.236315086782376
Pompano Beach,['FL-22'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,86.7,1.0,5.6,160.0,29.95,0.06,72.0,50.0,94.1,86.7,93.7,72.5,9.0,7.0,14.5,71.02259250878147,3.337783711615487
West Palm Beach,['FL-21'],Florida,2.7777777777777777,26.593888888889,-80.058611111111,47.0,9626.0,582.0,82.9,1.0,6.9,140.0,29.95,0.07,77.0,75.0,89.3,82.6,89.1,73.5,9.0,6.0,15.5,71.75663599782203,11.348464619492656
Lakeland,['FL-15'],Florida,5.555555555555555,28.028888888889,-81.972222222222,38.0,6305.0,582.0,,,,,,,,,,,,,,,,75.56410196486321,93.72496662216288
Davie,['FL-23'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,82.0,1.0,11.9,240.0,29.94,0.1,79.0,75.0,84.5,88.6,95.3,71.3,9.0,7.0,16.6,71.09119228745878,4.405874499332444
Miami Beach,['FL-27'],Florida,13.88888888888889,25.794722222222,-80.215555555556,53.0,6298.0,384.0,84.0,1.0,3.8,320.0,29.94,0.06,75.0,75.0,89.6,86.6,94.4,73.8,9.0,7.0,19.5,70.81422033063002,0.801068090787717
Sunrise,['FL-20'],Florida,97.2222222222222,26.073055555556,-80.338888888889,31.0,6284.0,382.0,,,,,,,,,,,,,,,,75.43088523647981,93.52469959946596
Plantation,['FL-20'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,86.7,1.0,9.4,210.0,29.94,0.08,72.0,50.0,91.8,88.8,95.4,71.0,9.0,7.0,13.3,71.12725049317959,4.939919893190922
Boca Raton,['FL-22'],Florida,97.2222222222222,26.593888888889,-80.058611111111,47.0,9626.0,582.0,84.6,1.0,2.2,154.0,29.94,0.08,79.0,50.0,91.3,84.6,91.2,72.9,9.0,6.0,12.5,70.81641898237471,0.9345794392523363
Deltona,['FL-6'],Florida,0.0,28.746111111111,-81.310555555556,36.0,6309.0,382.0,96.1,1.0,6.9,240.0,29.87,0.0,39.0,25.0,101.6,94.6,99.1,66.0,9.0,9.0,9.8,72.13718535802441,34.57943925233645
Largo,['FL-13'],Florida,0.0,27.785833333333,-82.74,39.0,7628.0,514.0,91.0,1.0,13.6,280.0,29.92,0.0,56.0,0.0,103.9,86.0,92.4,71.9,9.0,8.0,14.8,72.07601371745474,29.906542056074763
Deerfield Beach,['FL-22'],Florida,97.2222222222222,26.593888888889,-80.058611111111,47.0,9626.0,382.0,84.6,1.0,2.2,159.0,29.94,0.07,79.0,50.0,90.8,85.3,92.1,72.9,9.0,6.0,13.2,70.81937375859847,1.0680907877169559
Palm Coast,['FL-6'],Florida,0.0,29.206666666667,-81.0525,35.0,6310.0,382.0,91.6,1.0,11.9,110.0,29.88,0.0,67.0,50.0,104.8,87.6,95.3,72.8,9.0,8.0,15.8,72.18778432221161,37.11615487316422
Melbourne,['FL-8'],Florida,0.0,28.053611111111,-80.628611111111,38.0,6283.0,382.0,50.5,0.0,8.1,360.0,30.03,0.0,87.0,75.0,48.1,50.6,52.7,46.2,6.0,1.0,9.6,72.41164298167142,53.538050734312414
Boynton Beach,['FL-18'],Florida,0.0,26.593888888889,-80.058611111111,47.0,9626.0,582.0,84.6,1.0,2.2,138.0,29.94,0.12,79.0,50.0,93.0,82.3,88.3,73.2,9.0,6.0,11.1,71.86822663526634,14.819759679572764
Lauderhill,['FL-20'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,86.7,1.0,9.4,210.0,29.94,0.07,72.0,50.0,92.2,88.5,95.2,71.3,9.0,7.0,13.2,71.12730779367412,5.2069425901201605
Weston,['FL-23'],Florida,97.2222222222222,26.073055555556,-80.338888888889,31.0,6284.0,382.0,,,,,,,,,,,,,,,,75.43088523647981,93.52469959946596
Fort Myers,['FL-19'],Florida,0.0,26.601944444444,-81.877777777778,11.0,6311.0,382.0,91.0,1.0,11.9,200.0,29.91,0.0,52.0,0.0,98.9,89.8,96.8,70.9,9.0,8.0,12.6,72.81490939639058,70.4939919893191
Kissimmee,['FL-9'],Florida,0.0,28.596388888889,-81.3625,35.0,6302.0,582.0,96.1,1.0,10.5,240.0,29.89,0.0,43.0,0.0,97.4,96.1,99.5,61.8,9.0,9.0,15.0,72.22232171079723,39.11882510013351
Homestead,['FL-26'],Florida,8.333333333333332,25.471944444444,-80.482777777778,70.0,6299.0,384.0,88.7,1.0,9.4,190.0,29.93,0.0,60.0,25.0,95.4,88.3,95.3,71.2,9.0,8.0,12.4,70.94849291676768,1.8691588785046727
Tamarac,['FL-20'],Florida,97.2222222222222,26.073055555556,-80.338888888889,31.0,6284.0,382.0,86.7,1.0,9.4,210.0,29.94,0.04,72.0,50.0,91.0,89.4,95.7,70.4,9.0,7.0,9.7,71.2486715929392,6.675567423230974
Delray Beach,['FL-21'],Florida,2.7777777777777777,26.593888888889,-80.058611111111,47.0,9626.0,582.0,84.6,1.0,2.2,140.0,29.94,0.12,79.0,50.0,92.6,82.8,89.0,73.1,9.0,6.0,10.8,71.62783372680677,10.14686248331108
Daytona Beach,['FL-6'],Florida,0.0,29.206666666667,-81.0525,35.0,6310.0,382.0,89.1,1.0,11.9,80.0,29.88,0.0,63.0,50.0,98.6,87.2,94.2,72.5,9.0,8.0,16.7,72.18814353473527,37.38317757009346
North Miami,['FL-24'],Florida,100.0,25.794722222222,-80.215555555556,53.0,6298.0,384.0,79.0,1.0,3.8,300.0,29.94,0.09,94.0,100.0,81.4,87.6,94.9,72.6,3.0,7.0,19.5,70.80964577121064,0.5340453938584779
Wellington,['FL-21'],Florida,2.7777777777777777,26.593888888889,-80.058611111111,47.0,9626.0,582.0,57.7,1.0,18.6,10.0,30.09,0.02,82.0,100.0,53.9,49.7,54.5,50.2,6.0,4.0,25.6,71.99602400356113,22.563417890520697
North Port,['FL-17'],Florida,0.0,27.290555555556,-82.507222222222,48.0,6307.0,382.0,95.2,1.0,10.5,260.0,29.92,0.0,48.0,0.0,104.3,91.2,96.8,68.2,9.0,7.0,15.9,72.05768288177667,27.50333778371162
Jupiter,['FL-18'],Florida,0.0,27.1725,-80.240555555556,47.0,6297.0,582.0,82.9,1.0,6.9,140.0,29.95,0.01,77.0,75.0,87.3,85.4,92.9,73.4,9.0,7.0,14.9,71.99302275884496,22.162883845126835
Ocala,['FL-3'],Florida,0.0,29.171388888889,-82.094722222222,31.0,6296.0,582.0,93.0,1.0,12.5,270.0,29.9,0.0,49.0,75.0,94.3,96.3,99.8,63.8,9.0,9.0,18.3,72.24042657361193,40.58744993324432
Port Orange,['FL-6'],Florida,0.0,29.206666666667,-81.0525,35.0,6310.0,382.0,89.1,1.0,11.9,80.0,29.88,0.0,63.0,50.0,98.2,87.3,94.3,72.4,9.0,8.0,15.7,72.18810694203857,37.24966622162884
Margate,['FL-22'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,55.9,0.0,6.9,320.0,29.94,0.0,54.0,0.0,52.2,51.2,55.2,46.7,6.0,1.0,24.3,71.51053276495027,8.544726301735647
Coconut Creek,['FL-22'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,86.7,1.0,9.4,210.0,29.94,0.04,72.0,50.0,91.7,88.7,95.3,70.9,9.0,7.0,10.2,71.12727880948474,5.07343124165554
Sanford,['FL-7'],Florida,0.0,28.746111111111,-81.310555555556,36.0,6309.0,382.0,96.1,1.0,6.9,240.0,29.87,0.0,39.0,25.0,99.0,96.2,100.4,64.3,9.0,9.0,7.5,72.13705292378698,34.445927903871834
Sarasota,['FL-16'],Florida,2.7777777777777777,27.290555555556,-82.507222222222,48.0,6307.0,382.0,90.0,1.0,12.5,270.0,29.92,0.0,60.0,0.0,98.9,87.5,93.9,71.1,9.0,8.0,16.2,71.76357294997668,11.682242990654206
Pensacola,['FL-1'],Florida,0.0,30.525277777778,-87.203611111111,24.0,6290.0,451.0,88.0,1.0,4.3,240.0,29.93,0.0,35.0,0.0,86.6,90.7,90.4,56.9,9.0,8.0,7.5,72.31477568654815,46.461949265687586
Bradenton,['FL-16'],Florida,2.7777777777777777,27.290555555556,-82.507222222222,48.0,6307.0,382.0,90.0,1.0,12.5,270.0,29.92,0.0,60.0,0.0,98.9,87.5,93.9,71.1,9.0,8.0,16.2,71.76357294997668,11.682242990654206
Palm Beach Gardens,['FL-18'],Florida,0.0,26.593888888889,-80.058611111111,47.0,9626.0,582.0,82.9,1.0,6.9,140.0,29.95,0.07,77.0,75.0,89.3,82.6,89.1,73.5,9.0,6.0,15.5,71.99608459178752,22.696929238985312
Pinellas Park,['FL-13'],Florida,0.0,27.785833333333,-82.74,39.0,7628.0,514.0,91.0,1.0,13.6,280.0,29.92,0.0,56.0,0.0,102.9,86.7,93.3,71.8,9.0,8.0,16.0,72.07555652287242,29.773030707610147
Coral Gables,['FL-27'],Florida,13.88888888888889,25.794722222222,-80.215555555556,53.0,6298.0,384.0,84.0,1.0,3.8,320.0,29.94,0.04,75.0,75.0,88.3,88.0,95.3,72.3,9.0,7.0,16.8,70.81393346048604,0.6675567423230975
Doral,['FL-25'],Florida,100.0,25.794722222222,-80.215555555556,53.0,6298.0,384.0,,,,,,,,,,,,,,,,75.14630895608688,93.1909212283044
Bonita Springs,['FL-19'],Florida,0.0,26.27,-81.710833333333,41.0,6285.0,382.0,90.0,1.0,12.5,230.0,29.92,0.0,54.0,0.0,98.6,88.3,95.4,71.7,9.0,8.0,17.0,72.08116067621076,30.040053404539385
Apopka,['FL-10'],Florida,100.0,28.596388888889,-81.3625,35.0,6302.0,514.0,96.1,1.0,3.8,250.0,29.88,0.0,43.0,0.0,95.6,97.7,100.1,60.3,9.0,8.0,11.1,71.01627346893038,3.204272363150868
Titusville,['FL-8'],Florida,0.0,28.746111111111,-81.310555555556,36.0,6309.0,382.0,92.1,1.0,10.5,120.0,29.86,0.0,61.0,0.0,102.1,89.4,96.0,70.6,9.0,8.0,13.7,72.20983492577943,38.584779706275036
North Miami Beach,['FL-22'],Florida,97.2222222222222,25.794722222222,-80.215555555556,53.0,6298.0,384.0,80.1,1.0,10.5,230.0,29.95,0.1,85.0,100.0,82.9,87.2,94.6,73.0,2.0,7.0,20.2,70.96719998590386,2.2696929238985315
Oakland Park,['FL-22'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,86.7,1.0,9.4,210.0,29.94,0.09,72.0,50.0,94.5,86.7,93.9,73.0,9.0,7.0,16.8,71.12775305908558,5.34045393858478
Fort Pierce,['FL-18'],Florida,0.0,27.1725,-80.240555555556,47.0,6297.0,382.0,90.0,1.0,18.6,130.0,29.9,0.0,56.0,0.0,106.6,84.6,91.5,73.5,9.0,6.0,23.0,71.846852023975,13.084112149532709
North Lauderdale,['FL-20'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,86.7,1.0,9.4,210.0,29.94,0.04,72.0,50.0,91.0,89.4,95.7,70.4,9.0,7.0,9.7,71.12716939955946,4.806408544726302
Cutler Bay,['FL-26'],Florida,8.333333333333332,25.471944444444,-80.482777777778,70.0,6299.0,384.0,,,,,,,,,,,,,,,,75.13059715038302,93.05740987983978
Altamonte Springs,['FL-7'],Florida,0.0,28.596388888889,-81.3625,35.0,6302.0,514.0,96.1,1.0,3.8,250.0,29.88,0.0,43.0,0.0,95.7,98.3,101.2,60.2,9.0,9.0,5.1,72.06490680826974,28.704939919893192
St. Cloud,['MN-6'],Minnesota,0.0,28.596388888889,-81.3625,35.0,6302.0,532.0,,,,,,,,,,,,,,,,76.40252993248345,96.92923898531375
Greenacres,['FL-21'],Florida,2.7777777777777777,26.593888888889,-80.058611111111,47.0,9626.0,582.0,,,,,,,,,,,,,,,,76.00409213793871,94.5260347129506
Ormond Beach,['FL-6'],Florida,0.0,29.206666666667,-81.0525,35.0,6310.0,382.0,91.6,1.0,11.9,110.0,29.88,0.0,67.0,50.0,107.9,86.0,93.5,73.5,9.0,7.0,19.1,72.18842501609397,37.516688918558074
Ocoee,['FL-10'],Florida,100.0,28.596388888889,-81.3625,35.0,6302.0,514.0,96.1,1.0,3.8,250.0,29.88,0.0,43.0,0.0,96.1,98.5,101.3,60.6,9.0,9.0,10.3,71.01617557604091,2.9372496662216285
Hallandale Beach,['FL-23'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,382.0,80.1,1.0,10.5,230.0,29.95,0.12,85.0,100.0,82.9,87.1,94.4,72.9,2.0,7.0,20.4,71.130343120397,6.008010680907877
Winter Garden,['FL-10'],Florida,100.0,28.596388888889,-81.3625,35.0,6302.0,514.0,96.1,1.0,3.8,250.0,29.88,0.0,43.0,0.0,97.4,97.4,100.4,62.2,9.0,9.0,14.9,71.01624637001541,3.0707610146862483
Aventura,['FL-23'],Florida,97.2222222222222,26.053888888889,-80.256944444444,38.0,9627.0,384.0,80.1,1.0,10.5,230.0,29.95,0.1,85.0,100.0,82.9,87.2,94.6,73.0,2.0,7.0,20.2,71.13013207796863,5.874499332443257
Indianapolis,"['IN-5', 'IN-7']",Indiana,0.0,39.787933,-86.13088,21.0,8699.0,532.0,78.1,1.0,19.2,230.0,29.83,0.0,50.0,75.0,81.0,70.0,75.0,59.8,9.0,5.0,23.7,72.42844164567582,55.140186915887845
Fort Wayne,['IN-3'],Indiana,0.0,41.094965,-85.101816,27.0,7505.0,349.0,77.5,1.0,2.2,237.0,29.78,0.0,47.0,50.0,80.1,71.7,75.4,60.4,9.0,5.0,16.2,72.30917487451417,46.061415220293725
Evansville,['IN-8'],Indiana,0.0,38.0133,-87.5772,35.0,7323.0,532.0,75.0,1.0,8.1,190.0,29.86,0.0,64.0,100.0,79.1,66.1,66.1,61.6,9.0,5.0,10.5,72.98033264721063,75.43391188251002
South Bend,['IN-2'],Indiana,0.0,41.6967,-86.2147,21.0,7510.0,349.0,75.9,1.0,6.9,280.0,29.76,0.01,54.0,100.0,79.1,68.2,69.7,62.0,9.0,5.0,9.0,72.87979714626267,72.09612817089453
Carmel,['IN-5'],Indiana,0.0,39.960884,-85.939546,8.0,7511.0,532.0,78.4,1.0,17.4,210.0,29.83,0.0,48.0,50.0,81.1,70.6,72.6,59.8,9.0,6.0,21.9,72.99178893132647,76.0347129506008
Fishers,['IN-5'],Indiana,0.0,39.960884,-85.939546,8.0,7511.0,532.0,78.4,1.0,17.4,210.0,29.83,0.0,48.0,50.0,81.0,70.9,72.6,60.0,9.0,6.0,21.9,72.99178893132647,76.0347129506008
Hammond,['IN-1'],Indiana,0.0,41.594427,-87.495044,21.0,10180.0,532.0,76.5,1.0,10.5,250.0,29.75,0.0,63.0,100.0,79.1,71.2,72.8,60.9,9.0,5.0,15.8,72.74981052065255,69.02536715620828
Gary,['IN-1'],Indiana,0.0,41.6067,-87.3047,26.0,7326.0,532.0,77.4,1.0,8.1,250.0,29.74,0.0,57.0,75.0,80.1,70.2,72.2,60.6,9.0,5.0,17.2,72.61142566420281,65.15353805073431
Muncie,['IN-6'],Indiana,0.0,40.125557,-85.652222,29.0,7322.0,349.0,80.1,1.0,16.1,230.0,29.8,0.0,44.0,50.0,82.6,72.8,76.1,59.6,9.0,6.0,17.1,72.293368738599,45.12683578104139
Lafayette,['LA-3'],Louisiana,0.0,40.4316,-86.8525,64.0,7509.0,532.0,93.9,1.0,5.6,150.0,29.89,0.0,51.0,50.0,102.1,92.1,99.8,69.9,9.0,8.0,6.3,71.84061734507179,12.817089452603472
Terre Haute,['IN-8'],Indiana,0.0,39.4861,-87.4014,30.0,7506.0,532.0,79.0,1.0,18.6,180.0,29.81,0.0,52.0,75.0,83.8,69.1,69.6,62.2,9.0,5.0,23.0,72.5126869200814,60.48064085447263
Kokomo,['IN-5'],Indiana,0.0,40.481349,-86.109718,26.0,7507.0,532.0,81.0,1.0,19.2,230.0,29.79,0.0,44.0,75.0,84.2,71.1,75.8,60.4,9.0,5.0,23.7,72.2775290649886,44.05874499332443
Anderson,['IN-5'],Indiana,0.0,40.125557,-85.652222,29.0,7322.0,349.0,77.4,1.0,9.4,220.0,29.82,0.0,47.0,75.0,79.6,71.4,75.9,59.5,9.0,5.0,17.5,72.4501009820436,56.60881174899867
Noblesville,['IN-5'],Indiana,0.0,39.960884,-85.939546,8.0,7511.0,532.0,78.4,1.0,17.4,210.0,29.83,0.0,48.0,50.0,80.9,71.1,72.7,60.2,9.0,5.0,17.8,72.98700239567466,75.83444592790387
Greenwood,['IN-9'],Indiana,0.0,39.787933,-86.13088,21.0,8699.0,532.0,87.8,1.0,17.4,130.0,29.91,0.01,75.0,25.0,101.6,80.0,84.7,71.4,5.0,6.0,19.4,72.35816241030624,49.39919893190921
Elkhart,['IN-2'],Indiana,0.0,41.656944,-85.96833,3.0,7503.0,349.0,74.5,1.0,3.8,270.0,29.76,0.0,52.0,75.0,77.9,67.6,67.7,61.2,8.0,5.0,9.7,73.59501563105465,86.51535380507343
Mishawaka,['IN-2'],Indiana,0.0,41.6967,-86.2147,21.0,7510.0,349.0,75.9,1.0,6.9,280.0,29.76,0.01,54.0,100.0,79.1,68.4,69.8,62.0,9.0,5.0,10.1,72.87168905726145,71.69559412550068
Lawrence,['KS-2'],Kansas,0.0,39.787933,-86.13088,21.0,8699.0,482.0,86.5,1.0,11.9,20.0,29.81,0.03,63.0,100.0,98.6,82.2,88.7,73.9,9.0,6.0,16.3,72.50100819716792,59.94659546061415
Jeffersonville,['IN-9'],Indiana,0.0,38.288191,-85.741337,13.0,12843.0,532.0,73.0,1.0,5.6,170.0,29.88,0.01,69.0,100.0,76.7,70.8,72.2,59.6,9.0,5.0,14.2,72.9183711348473,73.16421895861149
Columbus,['GA-2'],Georgia,0.0,39.159372,-86.504747,14.0,12845.0,451.0,75.9,1.0,10.5,190.0,29.85,0.0,42.0,75.0,78.3,75.3,77.7,58.7,9.0,6.0,10.7,72.82088206025905,70.76101468624833
Portage,['MI-6'],Michigan,0.0,41.6175,-87.1992,28.0,7504.0,349.0,73.0,1.0,12.5,220.0,29.78,0.0,43.0,100.0,76.9,64.3,64.8,56.8,9.0,5.0,17.0,73.29010876201552,81.70894526034714
Cleveland,['TN-3'],Tennessee,0.0,41.492191,-81.678552,26.0,7462.0,311.0,73.9,1.0,5.6,50.0,29.81,0.0,48.0,75.0,76.8,72.2,76.0,53.4,9.0,6.0,7.0,72.41819670458746,54.20560747663551
Cincinnati,['OH-1'],Ohio,0.0,39.12886,-84.50404,34.0,7455.0,349.0,77.4,1.0,11.9,250.0,29.87,0.0,58.0,100.0,80.7,69.3,70.2,60.0,9.0,6.0,16.3,72.57928296436188,63.417890520694264
Toledo,['OH-9'],Ohio,0.0,41.644067,-83.54625,27.0,7450.0,349.0,77.5,1.0,6.9,230.0,29.77,0.0,30.0,100.0,79.4,72.3,76.5,56.4,9.0,5.0,14.6,72.41141852260661,53.40453938584779
Akron,['OH-13'],Ohio,100.0,41.063526,-81.468956,9.0,7465.0,349.0,77.0,1.0,11.9,220.0,29.83,0.0,37.0,0.0,78.5,73.0,76.4,54.0,9.0,6.0,12.0,71.93712386554652,19.158878504672895
Dayton,['OH-10'],Ohio,8.333333333333332,39.758235,-84.197375,10.0,7463.0,349.0,79.7,1.0,15.0,210.0,29.83,0.0,44.0,75.0,83.3,71.2,76.1,61.9,9.0,6.0,19.5,71.8917901964049,15.220293724966622
Parma,['OH-16'],Ohio,0.0,41.492191,-81.678552,26.0,7462.0,349.0,73.6,0.0,2.2,222.0,29.85,0.0,78.0,0.0,77.0,68.1,68.1,55.6,6.0,1.0,12.2,72.77037032927225,69.29238985313752
Canton,['OH-7'],Ohio,0.0,40.800797,-81.372853,7.0,7458.0,349.0,75.0,1.0,6.9,240.0,29.78,0.0,41.0,100.0,77.5,68.0,69.9,53.2,9.0,5.0,11.5,73.32300449091578,82.10947930574099
Youngstown,['OH-13'],Ohio,100.0,41.095938,-80.658467,48.0,7461.0,349.0,75.9,1.0,8.1,280.0,29.85,0.0,40.0,50.0,78.1,72.0,76.1,55.3,9.0,6.0,10.9,71.07696335558636,4.138851802403204
Lorain,['OH-9'],Ohio,0.0,41.463071,-82.114261,28.0,7456.0,349.0,77.0,1.0,10.5,220.0,29.81,0.0,39.0,25.0,79.0,72.2,76.2,56.4,9.0,6.0,15.0,72.46758652325016,58.2109479305741
Hamilton,['OH-8'],Ohio,0.0,39.472436,-84.394952,,7466.0,349.0,78.8,1.0,15.0,200.0,29.97,0.01,89.0,75.0,84.9,76.9,81.6,73.4,6.0,5.0,17.2,74.55813900609046,90.78771695594125
Kettering,['OH-10'],Ohio,8.333333333333332,39.758235,-84.197375,10.0,7463.0,349.0,77.2,1.0,13.6,230.0,29.86,0.0,50.0,75.0,80.1,71.2,76.1,61.9,9.0,6.0,14.9,71.93039040914955,18.157543391188252
Elyria,['OH-9'],Ohio,0.0,41.463071,-82.114261,28.0,7456.0,349.0,77.0,1.0,10.5,220.0,29.81,0.0,39.0,25.0,78.8,73.1,76.5,56.3,9.0,6.0,11.9,72.46092517452193,57.810413885180246
Lakewood,['CO-7'],Colorado,0.0,41.492191,-81.678552,26.0,7462.0,446.0,77.5,1.0,15.0,340.0,30.01,0.03,36.0,75.0,77.5,74.2,73.8,50.1,9.0,6.0,19.5,72.45486039330261,57.14285714285714
Cuyahoga Falls,['OH-13'],Ohio,100.0,41.063526,-81.468956,9.0,7465.0,349.0,77.0,1.0,11.9,220.0,29.83,0.0,37.0,0.0,78.5,73.0,76.4,54.0,9.0,6.0,12.0,71.93712386554652,19.158878504672895
Middletown,['OH-8'],Ohio,0.0,39.472436,-84.394952,,7466.0,349.0,76.6,1.0,13.6,260.0,29.87,0.0,53.0,75.0,79.7,69.4,71.7,61.4,9.0,6.0,16.2,74.83996934602214,92.92389853137517
Euclid,['OH-11'],Ohio,100.0,41.492191,-81.678552,26.0,7462.0,349.0,73.8,1.0,5.6,300.0,29.83,0.0,44.0,100.0,76.7,70.9,75.7,51.9,9.0,6.0,8.5,71.36896010510878,8.01068090787717
Newark,"['NJ-8', 'NJ-10']",New Jersey,100.0,40.0845,-82.81552,36.0,7591.0,349.0,81.0,1.0,16.1,280.0,29.76,0.0,33.0,50.0,79.5,79.3,78.4,46.9,9.0,7.0,20.6,71.07070992880358,4.005340453938585
Mentor,['OH-14'],Ohio,8.333333333333332,41.726811,-81.242156,32.0,7452.0,349.0,72.3,1.0,2.2,10.0,29.82,0.0,39.0,50.0,76.3,70.0,75.5,53.3,9.0,6.0,8.8,71.22176060584574,6.5420560747663545
Beavercreek,['OH-10'],Ohio,8.333333333333332,39.758235,-84.197375,10.0,7463.0,349.0,77.2,1.0,13.6,230.0,29.86,0.0,50.0,75.0,80.3,70.8,73.0,62.2,9.0,6.0,15.9,72.03289252094085,24.566088117489986
Cleveland Heights,['OH-11'],Ohio,100.0,41.4409,-81.4949,58.0,11932.0,349.0,73.8,1.0,5.6,300.0,29.83,0.0,44.0,100.0,76.3,73.3,76.1,50.5,9.0,6.0,9.6,70.93262955521554,1.7356475300400533
Strongsville,['OH-16'],Ohio,0.0,41.492191,-81.678552,26.0,7462.0,349.0,75.0,1.0,6.9,240.0,29.8,0.0,43.0,75.0,77.5,72.1,76.2,55.9,9.0,6.0,11.9,72.44148347643569,55.80774365821095
Dublin,['OH-12'],Ohio,0.0,40.002734,-82.994404,,7457.0,349.0,53.8,0.0,12.5,310.0,30.03,0.0,58.0,75.0,51.6,36.7,41.5,37.5,6.0,1.0,15.5,74.61946436362281,91.7222963951936
Fairfield,['OH-8'],Ohio,0.0,39.2787,-84.36612,36.0,7453.0,349.0,76.1,1.0,20.6,300.0,29.81,0.0,47.0,75.0,77.1,75.4,76.7,50.6,9.0,5.0,25.1,72.02711765499454,24.16555407209613
Findlay,['OH-5'],Ohio,0.0,41.644067,-83.54625,27.0,7450.0,349.0,80.1,1.0,13.6,220.0,29.78,0.0,33.0,0.0,82.9,71.7,73.1,59.5,9.0,5.0,20.8,72.50465060702156,60.08010680907877
Warren,['MI-9'],Michigan,0.0,41.23172,-80.80116,12.0,9538.0,532.0,77.7,1.0,6.9,260.0,29.77,0.0,36.0,100.0,78.0,71.0,71.9,48.0,9.0,5.0,7.5,73.00441821461827,76.7690253671562
Lima,['OH-4'],Ohio,0.0,41.094965,-85.101816,27.0,7505.0,349.0,67.8,1.0,9.4,181.0,29.93,0.0,71.0,0.0,67.8,67.8,67.8,58.0,6.0,6.0,10.8,72.97717210169925,75.3004005340454
Huber Heights,['OH-10'],Ohio,8.333333333333332,39.758235,-84.197375,10.0,7463.0,349.0,79.7,1.0,15.0,210.0,29.83,0.0,44.0,75.0,83.8,70.8,75.9,62.3,9.0,5.0,15.7,71.89657955744487,15.353805073431243
